model,lDDToligo_True,lDDToligo_EnQA-MSA
H1144TS225_2,0.931,0.8876953125
H1144TS037_1,0.926,0.888671875
H1144TS374_1,0.921,0.89453125
H1144TS374_2,0.922,0.89697265625
H1144TS239_1,0.889,0.80078125
H1144TS439_1,0.886,0.80126953125
H1144TS278_5,0.889,0.7607421875
H1144TS131_2,0.875,0.70166015625
H1144TS119_3,0.875,0.70166015625
H1144TS444_2,0.831,0.84326171875
H1144TS131_5,0.864,0.7060546875
H1144TS119_1,0.87,0.71044921875
H1144TS131_1,0.87,0.71044921875
H1144TS091_2,0.763,0.6845703125
H1144TS131_3,0.862,0.71728515625
H1144TS097_2,0.858,0.8349609375
H1144TS097_4,0.856,0.814453125
H1144TS288_4,0.834,0.7197265625
H1144TS278_2,0.832,0.78466796875
H1144TS225_5,0.845,0.8203125
H1144TS037_4,0.85,0.830078125
H1144TS097_3,0.852,0.8193359375
H1144TS097_5,0.849,0.83447265625
H1144TS225_1,0.85,0.8515625
H1144TS278_4,0.798,0.74609375
H1144TS278_3,0.826,0.71630859375
H1144TS091_1,0.728,0.76611328125
H1144TS288_5,0.813,0.728515625
H1144TS037_5,0.813,0.8232421875
H1144TS225_4,0.838,0.84228515625
H1144TS073_5,0.738,0.71044921875
H1144TS444_4,0.808,0.755859375
H1144TS073_4,0.736,0.70947265625
H1144TS098_5,0.847,0.71533203125
H1144TS188_5,0.847,0.71533203125
H1144TS234_2,0.808,0.48291015625
H1144TS447_5,0.779,0.69189453125
H1144TS278_1,0.806,0.86669921875
H1144TS071_2,0.778,0.685546875
H1144TS257_4,0.697,0.74853515625
H1144TS257_5,0.703,0.73779296875
H1144TS257_3,0.705,0.75732421875
H1144TS071_4,0.793,0.68798828125
H1144TS494_4,0.783,0.74658203125
H1144TS257_2,0.704,0.75927734375
H1144TS091_5,0.751,0.58203125
H1144TS257_1,0.71,0.748046875
H1144TS494_5,0.8,0.75
H1144TS288_3,0.808,0.71923828125
H1144TS131_4,0.838,0.7255859375
H1144TS367_2,0.827,0.71728515625
H1144TS071_3,0.779,0.6904296875
H1144TS150_5,0.842,0.73828125
H1144TS054_5,0.838,0.7138671875
