model,lDDToligo_True,lDDToligo_EnQA-MSA
H1106TS494_3,0.807,0.6279296875
H1106TS054_1,0.812,0.60693359375
H1106TS399_1,0.812,0.60693359375
H1106TS441_4,0.847,0.71142578125
H1106TS003_2,0.838,0.6396484375
H1106TS433_3,0.85,0.7138671875
H1106TS441_3,0.85,0.7138671875
H1106TS374_5,0.844,0.66015625
H1106TS433_4,0.847,0.71142578125
H1106TS215_1,0.834,0.65771484375
H1106TS433_5,0.827,0.69384765625
H1106TS433_2,0.849,0.72265625
H1106TS441_2,0.849,0.72265625
H1106TS119_3,0.835,0.6953125
H1106TS441_1,0.85,0.7216796875
H1106TS433_1,0.85,0.7216796875
H1106TS441_5,0.827,0.69384765625
H1106TS119_1,0.835,0.65283203125
H1106TS003_5,0.796,0.54931640625
H1106TS374_2,0.846,0.787109375
H1106TS119_2,0.833,0.64697265625
H1106TS119_4,0.836,0.60205078125
H1106TS158_4,0.838,0.63525390625
H1106TS374_1,0.846,0.79248046875
H1106TS367_1,0.845,0.65478515625
H1106TS367_5,0.81,0.544921875
H1106TS158_3,0.84,0.63720703125
H1106TS119_5,0.845,0.62744140625
H1106TS248_1,0.818,0.650390625
H1106TS003_1,0.847,0.671875
H1106TS494_2,0.829,0.6396484375
H1106TS003_4,0.84,0.642578125
H1106TS374_4,0.847,0.60986328125
H1106TS248_4,0.84,0.65087890625
H1106TS248_2,0.834,0.642578125
H1106TS439_1,0.815,0.82177734375
H1106TS278_1,0.842,0.7021484375
H1106TS248_3,0.84,0.64501953125
H1106TS374_3,0.849,0.55810546875
H1106TS278_2,0.843,0.86279296875
H1106TS257_1,0.783,0.7109375
H1106TS444_5,0.825,0.826171875
H1106TS444_2,0.827,0.8310546875
H1106TS239_2,0.8,0.59912109375
H1106TS229_2,0.8,0.59912109375
H1106TS494_4,0.833,0.640625
H1106TS037_3,0.834,0.62841796875
H1106TS399_3,0.798,0.5927734375
H1106TS054_3,0.798,0.5927734375
H1106TS288_5,0.82,0.6005859375
H1106TS288_4,0.836,0.61181640625
H1106TS229_4,0.812,0.55712890625
H1106TS239_4,0.812,0.55712890625
H1106TS071_5,0.81,0.72705078125
H1106TS125_1,0.827,0.595703125
H1106TS035_4,0.839,0.62744140625
H1106TS187_5,0.804,0.59912109375
H1106TS423_5,0.804,0.59912109375
H1106TS131_1,0.848,0.6240234375
H1106TS348_1,0.838,0.60595703125
H1106TS390_4,0.837,0.60791015625
H1106TS320_4,0.837,0.6083984375
H1106TS348_4,0.837,0.6083984375
H1106TS150_4,0.837,0.6083984375
H1106TS169_4,0.841,0.60986328125
H1106TS320_1,0.841,0.6103515625
H1106TS225_4,0.841,0.60986328125
H1106TS439_2,0.799,0.59423828125
H1106TS150_1,0.841,0.6103515625
H1106TS390_1,0.841,0.60986328125
H1106TS298_3,0.837,0.60205078125
H1106TS071_4,0.801,0.7294921875
H1106TS169_5,0.832,0.60693359375
H1106TS390_2,0.838,0.6044921875
H1106TS098_2,0.84,0.5888671875
H1106TS098_1,0.84,0.5888671875
H1106TS188_3,0.84,0.6142578125
H1106TS169_1,0.84,0.6142578125
H1106TS320_2,0.838,0.60498046875
H1106TS150_2,0.838,0.60498046875
H1106TS493_1,0.833,0.615234375
H1106TS071_2,0.81,0.7578125
H1106TS298_2,0.843,0.6162109375
H1106TS493_4,0.833,0.60986328125
H1106TS071_3,0.801,0.7607421875
H1106TS071_1,0.816,0.7724609375
H1106TS003_3,0.843,0.63720703125
H1106TS158_2,0.843,0.63720703125
H1106TS493_2,0.835,0.6044921875
H1106TS037_4,0.819,0.619140625
H1106TS298_5,0.839,0.61328125
H1106TS037_2,0.841,0.63232421875
H1106TS360_4,0.837,0.60205078125
H1106TS348_2,0.83,0.61376953125
H1106TS288_1,0.847,0.634765625
H1106TS125_3,0.837,0.62451171875
H1106TS187_3,0.837,0.6201171875
H1106TS288_3,0.846,0.6328125
H1106TS423_3,0.837,0.6201171875
H1106TS131_4,0.839,0.6220703125
H1106TS201_5,0.845,0.61767578125
H1106TS360_5,0.828,0.599609375
H1106TS131_3,0.844,0.62890625
H1106TS185_3,0.847,0.6923828125
H1106TS360_1,0.834,0.61376953125
H1106TS399_4,0.813,0.6103515625
H1106TS054_4,0.813,0.6103515625
H1106TS185_1,0.824,0.72314453125
H1106TS185_2,0.825,0.708984375
H1106TS086_5,0.839,0.61865234375
H1106TS360_2,0.832,0.611328125
H1106TS086_2,0.851,0.62890625
H1106TS367_3,0.841,0.6279296875
H1106TS131_2,0.849,0.6259765625
H1106TS367_4,0.838,0.62255859375
H1106TS188_2,0.794,0.5595703125
H1106TS086_4,0.847,0.62939453125
H1106TS086_3,0.846,0.6181640625
H1106TS446_4,0.832,0.62109375
H1106TS461_4,0.832,0.62109375
H1106TS187_2,0.842,0.63623046875
H1106TS423_2,0.842,0.63623046875
H1106TS086_1,0.841,0.623046875
H1106TS169_3,0.804,0.56787109375
H1106TS360_3,0.833,0.60546875
H1106TS367_2,0.841,0.623046875
H1106TS188_1,0.804,0.56787109375
H1106TS185_5,0.815,0.6640625
H1106TS158_5,0.848,0.6357421875
H1106TS037_1,0.838,0.6435546875
H1106TS125_4,0.831,0.6162109375
H1106TS185_4,0.845,0.67919921875
H1106TS131_5,0.846,0.63330078125
H1106TS494_5,0.841,0.62060546875
H1106TS278_5,0.814,0.6328125
H1106TS248_5,0.773,0.65087890625
H1106TS037_5,0.839,0.6416015625
H1106TS291_5,0.81,0.6787109375
H1106TS278_4,0.811,0.63818359375
H1106TS350_5,0.81,0.6787109375
H1106TS348_3,0.847,0.60595703125
H1106TS091_1,0.776,0.7353515625
H1106TS158_1,0.842,0.6201171875
H1106TS165_1,0.849,0.6220703125
H1106TS150_3,0.849,0.6220703125
H1106TS399_2,0.832,0.61865234375
H1106TS169_2,0.817,0.56201171875
H1106TS390_3,0.849,0.6220703125
H1106TS098_5,0.817,0.58642578125
H1106TS188_5,0.817,0.56201171875
H1106TS288_2,0.843,0.64599609375
H1106TS054_2,0.832,0.61865234375
H1106TS320_3,0.849,0.6220703125
H1106TS439_3,0.811,0.61328125
H1106TS390_5,0.849,0.625
H1106TS150_5,0.849,0.625
H1106TS320_5,0.849,0.625
H1106TS423_4,0.842,0.6318359375
H1106TS187_4,0.842,0.6318359375
H1106TS493_3,0.845,0.62109375
H1106TS399_5,0.848,0.63720703125
H1106TS054_5,0.848,0.63720703125
H1106TS091_4,0.783,0.7275390625
H1106TS298_1,0.849,0.62451171875
H1106TS035_3,0.848,0.6376953125
H1106TS493_5,0.842,0.62548828125
H1106TS298_4,0.845,0.6318359375
H1106TS091_3,0.777,0.77099609375
H1106TS091_5,0.787,0.75634765625
H1106TS278_3,0.81,0.650390625
H1106TS444_1,0.837,0.479736328125
H1106TS444_4,0.832,0.480224609375
H1106TS092_1,0.797,0.716796875
H1106TS091_2,0.786,0.7685546875
H1106TS201_3,0.811,0.623046875
H1106TS434_3,0.806,0.630859375
H1106TS446_3,0.794,0.60693359375
H1106TS461_3,0.794,0.60693359375
H1106TS434_1,0.829,0.61474609375
H1106TS239_3,0.817,0.61572265625
H1106TS229_3,0.817,0.61572265625
H1106TS434_4,0.815,0.64208984375
H1106TS444_3,0.795,0.54833984375
H1106TS385_1,0.819,0.59521484375
H1106TS245_1,0.819,0.59521484375
H1106TS446_2,0.786,0.60595703125
H1106TS461_2,0.786,0.60595703125
H1106TS477_1,0.808,0.85498046875
H1106TS201_2,0.803,0.6142578125
H1106TS434_2,0.807,0.61083984375
H1106TS348_5,0.815,0.6328125
H1106TS201_4,0.808,0.6318359375
H1106TS446_5,0.794,0.62548828125
H1106TS461_5,0.794,0.62548828125
H1106TS291_2,0.799,0.68017578125
H1106TS350_2,0.799,0.68017578125
H1106TS073_5,0.743,0.62744140625
H1106TS239_5,0.783,0.60302734375
H1106TS229_5,0.783,0.60302734375
H1106TS225_1,0.794,0.71630859375
H1106TS225_3,0.796,0.70556640625
H1106TS423_1,0.776,0.59619140625
H1106TS187_1,0.776,0.59619140625
H1106TS097_1,0.828,0.63671875
H1106TS461_1,0.787,0.62451171875
H1106TS205_3,0.813,0.64111328125
